source_id,formal_name,lat,long,sit_prec,geo_src,lat_long_src_id,name_src,site_cat,hist_affl,state_affl,cultrl_affl_1,cultrl_affl_2,site_sgnf,mil_use,aaas,state_hiu,nga,dia,osm,coder1,coder1_date ,coder2,coder2_date ,apprv,apprv_date ,Notes1,Notes2,KHChanges,Hst 1,Hst 2,Religion,Language,Ethnicity,Governorate,FID_OLD,OBJECTID_OLD,PlyContain,PtContaine,PennContai,cat_code_old
AAASSYR01572, ,36.2700206,37.0940209,,OSM_Points,2138602944,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1571,1572,0,0,0,9
AAASSYR01573, ,35.9447855,39.0025158,,OSM_Points,2138871098,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1572,1573,0,0,0,9
AAASSYR01574, ,33.7589077,36.3877712,,OSM_Points,2140090921,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1573,1574,0,0,0,9
AAASSYR01575, ,33.5080347,36.2616655,,OSM_Points,2140356490,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1574,1575,0,0,0,9
AAASSYR01576, ,35.9560548,38.9666872,,OSM_Points,2140406744,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1575,1576,0,0,0,9
AAASSYR01577, ,35.3244795,40.1444171,,OSM_Points,2147950834,OSM_Points,Monument,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1576,1577,0,0,0,7
AAASSYR01578, ,36.5445101,40.7362475,,OSM_Points,2149400763,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1577,1578,0,0,0,9
AAASSYR01579,Ø¬Ø§Ù…Ø¹ Ø³Ù„ÙŠÙ…Ø§Ù† Ø§Ù„Ø£ÙŠÙˆØ¨ÙŠ,36.199828,37.1710758,,OSM_Points,2149895527,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1578,1579,0,0,0,9
AAASSYR01580,Ø§Ù„Ù…ÙƒØªØ¨Ø© Ø§Ù„Ø±ÙˆØ­ÙŠØ©,36.2095164,37.1509311,,OSM_Points,2156741460,OSM_Points,Library,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1579,1580,0,0,0,6
AAASSYR01581, ,34.6712301,36.0359575,,OSM_Points,2158097045,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1580,1581,0,0,0,9
AAASSYR01582,Ø¬Ø§Ù…Ø¹ Ø§Ù„Ù…Ø³ØªØºÙØ±ÙŠÙ†,36.2199633,37.1920605,,OSM_Points,2158131008,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1581,1582,0,0,0,9
AAASSYR01583,Masyaf Castle,35.0662424,36.343313,,OSM_Points,2160066161,OSM_Points,Archaeological Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1582,1583,0,0,1,1
AAASSYR01584, ,36.3365696,37.5249169,,OSM_Points,2169112619,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1583,1584,0,0,0,9
AAASSYR01585, ,34.7755785,36.4266357,,OSM_Points,2171567677,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1584,1585,0,0,0,9
AAASSYR01586, ,36.5639516,37.2735327,,OSM_Points,2187797376,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1585,1586,0,0,0,9
AAASSYR01587, ,35.9469351,39.0205831,,OSM_Points,2188485358,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1586,1587,0,0,0,9
AAASSYR01588, ,35.9426184,39.0252609,,OSM_Points,2188485359,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1587,1588,0,0,0,9
AAASSYR01589, ,35.9515841,39.0250492,,OSM_Points,2188485364,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1588,1589,0,0,0,9
AAASSYR01590, ,35.9442601,39.022782499,,OSM_Points,2188485367,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1589,1590,0,0,0,9
AAASSYR01591, ,36.4856591,37.1963541,,OSM_Points,2189918794,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1590,1591,0,0,0,9
AAASSYR01592, ,35.963829,39.0169329,,OSM_Points,2192260280,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1591,1592,0,0,0,9
AAASSYR01593, ,35.9689896001,39.0296866997,,OSM_Points,2194120130,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,2, ,,,,,,,1592,1593,0,0,0,9
AAASSYR01594, ,36.507143,40.7543572,,OSM_Points,2207582009,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1593,1594,0,0,0,9
AAASSYR01595, ,36.5140631,40.757854801,,OSM_Points,2207582692,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1594,1595,0,0,0,9
AAASSYR01596, ,36.2154453,37.0265838,,OSM_Points,2207769051,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1595,1596,0,0,0,9
AAASSYR01598, ,36.6493688,37.1828711,,OSM_Points,2209499067,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1597,1598,0,0,0,9
AAASSYR01599, ,35.9931218,37.0032016,,OSM_Points,2214603493,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1598,1599,0,0,0,9
AAASSYR01600, ,36.4877428,37.017307,,OSM_Points,2219967545,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1599,1600,0,0,0,9
AAASSYR01601, ,36.4453095,37.0252342,,OSM_Points,2219991295,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1600,1601,0,0,0,9
AAASSYR01602, ,36.4438978,37.029103,,OSM_Points,2219991390,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1601,1602,0,0,0,9
AAASSYR01603, ,36.5166359,36.9547367,,OSM_Points,2240139096,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1602,1603,0,0,0,9
AAASSYR01604, ,36.5182181,36.9542754,,OSM_Points,2240144579,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1603,1604,0,0,0,9
AAASSYR01605, ,36.8540383998,40.0508654998,,OSM_Points,2244993405,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,5555,REMOVED - SITE IN TURKEY,,,,,,,1604,1605,0,0,0,9
AAASSYR01606, ,36.1668533,36.9919055,,OSM_Points,2260850568,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1605,1606,0,0,0,9
AAASSYR01607,Ø¬Ø§Ù…Ø¹ Ø§Ù„Ø±Ø­Ù…Ù†,33.5836384004,36.3674493998,,OSM_Points,2299833860,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,2, ,,,,,,,1606,1607,0,0,0,9
AAASSYR01608, ,36.8484424,40.0655371,,OSM_Points,2318519796,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1607,1608,0,0,0,9
AAASSYR01609,Ù‚Ù„Ø¹Ø© Ø¨Ø¹Ø±ÙŠÙ†,34.9500022,36.4158742,,OSM_Points,2356065820,OSM_Points,Archaeological Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1608,1609,0,0,0,1
AAASSYR01610, ,33.8383264,36.5480264,,OSM_Points,2356098734,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1609,1610,0,0,0,9
AAASSYR01611,Ø¨Ø§Ø±Ø©,35.6828164,36.5245553,,OSM_Points,2356188029,OSM_Points,Archaeological Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1610,1611,0,0,0,1
AAASSYR01613,Jebel Seis Umayyad Ruins,33.303076,37.3595336,,OSM_Points,2357052938,OSM_Points,Archaeological Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1612,1613,0,0,1,1
AAASSYR01614, ,36.5861424997,37.0424441003,,OSM_Points,2408857801,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,,DO NOT USE - BAD SITE,9999,1/14/2016 KH miss - EA BAD SITE,,,,,,,1613,1614,0,0,0,9
AAASSYR01615,Ø¬Ø§Ù…Ø¹ Ø§Ù„Ø¨Ù„Ø§Ø·,36.1985461,37.172601601,,OSM_Points,2429054917,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1614,1615,0,0,0,9
AAASSYR01616,Ø¬Ø§Ù…Ø¹ Ø³Ø¯ Ø§Ù„Ù„ÙˆØ²,36.2093218,37.181374899,,OSM_Points,2429706719,OSM_Points,Museum,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1615,1616,0,0,0,8
AAASSYR01618,Ø¯ÙŠØ± ÙˆÙƒÙ†ÙŠØ³Ø© Ø§Ù„Ù‚Ù„Ø¨ÙŠØª Ø§Ù„Ø£Ù‚Ø¯Ø³,36.2083814,37.1560402,,OSM_Points,2430054998,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1617,1618,0,0,0,9
AAASSYR01619,ÙƒÙ†Ø³ÙŠØ© Ø§Ù„Ø³ÙŠØ¯Ø© - Ø§Ù„Ù…Ø§Ø±ÙˆÙ†ÙŠØ©,36.210749,37.1616445,,OSM_Points,2430066088,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1618,1619,0,0,0,9
AAASSYR01620,Ø§Ù„Ø³Ø§Ø¯ÙƒÙˆØ¨,36.1601656,37.1389163001,,OSM_Points,2430651722,OSM_Points,Other,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,2,No Changes,,,,,,,1619,1620,0,0,0,10
AAASSYR01621, ,33.4968302,36.2615818,,OSM_Points,2430968506,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1620,1621,0,0,0,9
AAASSYR01622,Ù…ØµÙˆØ± ÙˆØ§Ø¦Ù„,36.2230533,37.1240092,,OSM_Points,2440282902,OSM_Points,Cultural Center,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1621,1622,0,0,0,4
AAASSYR01623,Mor Yakup Kilisesi,37.0666838,41.2153404005,,OSM_Points,2480948502,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,,SITE IN TURKEY,5555,REMOVED - SITE IN TURKEY,,,,,,,1622,1623,0,0,0,9
AAASSYR01624,Latakia Museum,35.517661,35.772195999,,OSM_Points,2543368564,OSM_Points,Museum,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1623,1624,0,0,1,8
AAASSYR01626, ,35.6183198,36.552088,,OSM_Points,2605210452,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1625,1626,0,0,0,9
AAASSYR01627, ,35.7153629,36.5240644,,OSM_Points,2605873322,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1626,1627,0,0,0,9
AAASSYR01628, ,35.6869128,36.5428549,,OSM_Points,2605873392,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1627,1628,0,0,0,9
AAASSYR01629, ,35.7210728,36.5549197,,OSM_Points,2605912836,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1628,1629,0,0,0,9
AAASSYR01630, ,35.7218741003,36.5595975004,,OSM_Points,2605912839,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,,,77, ,,,,,,,1629,1630,0,0,0,9
AAASSYR01631, ,34.0868711,36.6620364,,OSM_Points,2607507379,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1630,1631,0,0,0,9
AAASSYR01632,Ø®Ø±Ø¨Ø© Ø§Ù„Ø­Ø¬ Ø¹Ø¨Ø¯Ø§Ù†,36.0069661,37.9442039,,OSM_Points,2608185045,OSM_Points,Archaeological Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1631,1632,0,0,0,1
AAASSYR01633,Surqanya Dead City,36.3165734,36.9003612,,OSM_Points,2609422626,OSM_Points,Archaeological Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1632,1633,0,0,1,1
AAASSYR01634,Dar Qita Dead City,36.2148484,36.6660126,,OSM_Points,2609442540,OSM_Points,Archaeological Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1633,1634,0,0,1,1
AAASSYR01635,Babisqa,36.217827,36.6915478,,OSM_Points,2609442542,OSM_Points,Archaeological Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1634,1635,0,0,0,1
AAASSYR01636,Baqirha Dead City,36.2060551,36.6594493,,OSM_Points,2609442543,OSM_Points,Archaeological Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1635,1636,0,0,1,1
AAASSYR01637,Khirbet Khatib Dead City,36.2137413,36.6386117,,OSM_Points,2609442544,OSM_Points,Archaeological Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1636,1637,0,0,1,1
AAASSYR01638,Kseijbe Dead City,36.2086504,36.705237199,,OSM_Points,2609442545,OSM_Points,Archaeological Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1637,1638,0,0,1,1
AAASSYR01639,Ba'udeh Dead City,36.2152466,36.6974481,,OSM_Points,2609442546,OSM_Points,Archaeological Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1638,1639,0,0,1,1
AAASSYR01640, ,36.1469985,36.5541645,,OSM_Points,2609448161,OSM_Points,Archaeological Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1639,1640,0,0,0,1
AAASSYR01641,Behyo Dead City,36.1525361,36.579326301,,OSM_Points,2609448165,OSM_Points,Archaeological Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1640,1641,0,0,1,1
AAASSYR01642, ,36.0697947,36.6158666,,OSM_Points,2609448172,OSM_Points,Archaeological Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1641,1642,0,0,0,1
AAASSYR01643, ,35.2632326,37.3729785,,OSM_Points,2609512925,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1642,1643,0,0,0,9
AAASSYR01644,Qal'at Bani Qahtan (Beni Israel),35.3715716,36.127563,,OSM_Points,2612756502,OSM_Points,Archaeological Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1643,1644,0,0,1,1
AAASSYR01645, ,36.68864,40.1985557,,OSM_Points,2773228842,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1644,1645,0,0,0,9
AAASSYR01646, ,36.6470119,37.4059293,,OSM_Points,2857953587,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1645,1646,0,0,0,9
AAASSYR01647, ,36.8022208,36.8462191,,OSM_Points,2895389418,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1646,1647,0,0,0,9
AAASSYR01648, ,33.8143918,36.5576984,,OSM_Points,2902879538,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1647,1648,0,0,0,9
AAASSYR01649, ,33.8195101,36.5595284,,OSM_Points,2902880011,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1648,1649,0,0,0,9
AAASSYR01650,ÙƒÙ†ÙŠØ³Ø© Ø§Ù„Ø­Ø§Ø±Ø©,34.8693917,36.240281,,OSM_Points,2935562959,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1649,1650,0,0,0,9
AAASSYR01651, ,33.4335321,38.920708401,,OSM_Points,2951390995,OSM_Points,Religious Site,,,,,,,1,,,,1,SRW001,31-Aug-2016,,,,, ,0, ,,,,,,,1650,1651,0,0,0,9
