state_hiu,Notes1,dia,coder1_date ,lat_long_src_id,apprv_date ,coder2_date ,mil_use,site_cat,site_sgnf,FID_OLD,hist_affl,coder1,Notes2,KHChanges,formal_name,nga,cat_code_old,cultrl_affl_1,geo_src,Governorate,name_src,sit_prec,source_id,Religion,PennContai,Ethnicity,PlyContain,PtContaine,Language,apprv,lat,aaas,long,cultrl_affl_2,osm,coder2,Hst 2,OBJECTID_OLD,Hst 1,state_affl,nearest_neighbor,nearest_neighbor_distance
, ,,31-Aug-2016,760SY0295,,,,Historic Structure,,2761,,SRW001,0, ,Aleppo Roushdiya Military School Historic Building,,5,,Penn,,Penn,,AAASSYR02762,,0,,0,0,,,36.199244,1,37.160003,,,,,2762,,,SHIUSYR0160,0.000000
, ,,31-Aug-2016,760PCHC784,,,,Historic Structure,,2762,,SRW001,2, ,Aleppo Suq al-Dahsheh,,5,,Penn,,Penn,,AAASSYR02763,,0,,0,0,,,36.1989640002,1,37.1586749997,,,,,2763,,,SHIUSYR0172,0.000000
, ,,31-Aug-2016,760PCHC785,,,,Historic Structure,,2763,,SRW001,0, ,Aleppo Suq al-Dira,,5,,Penn,,Penn,,AAASSYR02764,,0,,0,0,,,36.198853,1,37.158011,,,,,2764,,,SHIUSYR0173,0.000000
, ,,31-Aug-2016,760PCHC786,,,,Historic Structure,,2764,,SRW001,0, ,Aleppo Suq al-Ebi,,5,,Penn,,Penn,,AAASSYR02765,,0,,0,0,,,36.198819,1,37.158669,,,,,2765,,,SHIUSYR0174,0.000000
, ,,31-Aug-2016,760PCHC803,,,,Historic Structure,,2765,,SRW001,0, ,Aleppo Suq al-Manadil,,5,,Penn,,Penn,,AAASSYR02766,,0,,0,0,,,36.199417,1,37.157797,,,,,2766,,,SHIUSYR0191,0.000000
, ,,31-Aug-2016,760PCHC813,,,,Historic Structure,,2766,,SRW001,0, ,Aleppo Suq al-Zirb,,5,,Penn,,Penn,,AAASSYR02767,,0,,0,0,,,36.198794,1,37.160047,,,,,2767,,,SHIUSYR0201,0.000000
, ,,31-Aug-2016,760PCHC777,,,,Historic Structure,,2767,,SRW001,0, ,Aleppo Suq Arslan Dada,,5,,Penn,,Penn,,AAASSYR02768,,0,,0,0,,,36.199606,1,37.158372,,,,,2768,,,SHIUSYR0165,0.000000
, ,,31-Aug-2016,760PCHC790,,,,Historic Structure,,2768,,SRW001,0, ,Aleppo Suq Haraj,,5,,Penn,,Penn,,AAASSYR02769,,0,,0,0,,,36.199197,1,37.158092,,,,,2769,,,SHIUSYR0178,0.000000
, ,,31-Aug-2016,760PCHC794,,,,Historic Structure,,2769,,SRW001,0, ,Aleppo Suq Jukh,,5,,Penn,,Penn,,AAASSYR02770,,0,,0,0,,,36.198406,1,37.157667,,,,,2770,,,SHIUSYR0182,0.000000
, ,,31-Aug-2016,760PCHC804,,,,Historic Structure,,2771,,SRW001,0, ,Aleppo Suq New Istanbul,,5,,Penn,,Penn,,AAASSYR02772,,0,,0,0,,,36.199269,1,37.157556,,,,,2772,,,SHIUSYR0192,0.000000
, ,,31-Aug-2016,760SY0435,,,,Historic Structure,,2772,,SRW001,0, ,Aleppo Walled City Area,,5,,Penn,,Penn,,AAASSYR02773,,0,,0,0,,,36.19865,1,37.159558,,,,,2773,,,SHIUSYR0004,0.000000
, ,,31-Aug-2016,760PCHC754,,,,Religious Site,,2773,,SRW001,0, ,Aleppo Mosque al-Qiqan,,9,,Penn,,Penn,,AAASSYR02774,,0,,0,0,,,36.199483,1,37.152036,,,,,2774,,,SHIUSYR0131,0.000000
, ,,31-Aug-2016,760SY0391,,,,Historic Structure,,2774,,SRW001,0, ,Aleppo Beit Rajab Pasha House,,5,,Penn,,Penn,,AAASSYR02775,,0,,0,0,,,36.2044,1,37.156481,,,,,2775,,,SHIUSYR0023,0.000000
, ,,31-Aug-2016,760SY0273,,,,Historic Structure,,2775,,SRW001,0, ,Aleppo Hammam Bahram Pasha Public Bath,,5,,Penn,,Penn,,AAASSYR02776,,0,,0,0,,,36.206008,1,37.157231,,,,,2776,,,SHIUSYR0033,0.000000
, ,,31-Aug-2016,760SY0390,,,,Historic Structure,,2776,,SRW001,0, ,Aleppo Beit Kebbeh House,,5,,Penn,,Penn,,AAASSYR02777,,0,,0,0,,,36.206689,1,37.155325,,,,,2777,,,SHIUSYR0022,0.000000
, ,,31-Aug-2016,760SY0699,,,,Historic Structure,,2777,,SRW001,0, ,Aleppo Khan al-Hokedun (al-Quds),,5,,Penn,,Penn,,AAASSYR02778,,0,,0,0,,,36.206831,1,37.153942,,,,,2778,,,SHIUSYR0050,0.000000
, ,,31-Aug-2016,760SY0694,,,,Historic Structure,,2778,,SRW001,2, ,Aleppo Khan Farayin,,5,,Penn,,Penn,,AAASSYR02779,,0,,0,0,,,36.1978639998,1,37.158803,,,,,2779,,,SHIUSYR0045,0.000000
, ,,31-Aug-2016,760SY0187,,,,Religious Site,,2779,,SRW001,0, ,Aleppo Mashhad Kohar Malakshah,,9,,Penn,,Penn,,AAASSYR02780,,0,,0,0,,,36.197111,1,37.158519,,,,,2780,,,SHIUSYR0096,0.000000
, ,,31-Aug-2016,760PCHC747,,,,Religious Site,,2780,,SRW001,0, ,Aleppo Mosque al-Mawazini (Taghribirdi),,9,,Penn,,Penn,,AAASSYR02781,,0,,0,0,,,36.195789,1,37.159217,,,,,2781,,,SHIUSYR0124,0.000000
, ,,31-Aug-2016,760SY0268,,,,Historic Structure,,2781,,SRW001,0, ,Daraa Railway Station Historic Building,,5,,Penn,,Penn,,AAASSYR02782,,0,,0,0,,,32.624711,1,36.109467,,,,,2782,,,AAASSYR01543,0.266928
, ,,31-Aug-2016,760SY0064,,,,Archaeological Site,,2782,,SRW001,0, ,Daraa Burial Tumuli,,1,,Penn,,Penn,,AAASSYR02783,,0,,0,0,,,32.632553,1,36.081349999,,,,,2783,,,DIASYR0138,0.000024
, ,,31-Aug-2016,760SY0057,,,,Archaeological Site,,2784,,SRW001,0, ,Homs Old City Wall,,1,,Penn,,Penn,,AAASSYR02785,,0,,0,0,,,34.730161,1,36.710653,,,,,2785,,,DIASYR0134,0.000166
, ,,31-Aug-2016,760PCHC1110,,,,Archaeological Site,,2785,,SRW001,2, ,Latakia Column Remants 3 (SW St Nicholas's Church),,1,,Penn,,Penn,,AAASSYR02786,,0,,0,0,,,35.5182440001,1,35.7811169999,,,,,2786,,,NGASYR0847,0.017044
, ,,31-Aug-2016,760SY0967,,,,Archaeological Site,,2786,,SRW001,0, ,Aqab Cultural Property,,1,,Penn,,Penn,,AAASSYR02787,,0,,0,0,,,37.058206,1,40.895728,,,,,2787,,,DIASYR0643,0.000053
, ,,31-Aug-2016,760SY0889,,,,Archaeological Site,,2787,,SRW001,0, ,Tell Shermola,,1,,Penn,,Penn,,AAASSYR02788,,0,,0,0,,,37.097317,1,40.9294,,,,,2788,,,DIASYR0622,0.000037
, ,,31-Aug-2016,760PCHC763,,,,Religious Site,,2788,,SRW001,0, ,Aleppo Mosque al-Tawashi,,9,,Penn,,Penn,,AAASSYR02789,,0,,0,0,,,36.194678,1,37.161944,,,,,2789,,,SHIUSYR0140,0.000000
, ,,31-Aug-2016,760SY0274,,,,Historic Structure,,2789,,SRW001,0, ,Aleppo Hammam al-Bayada Public Bath,,5,,Penn,,Penn,,AAASSYR02790,,0,,0,0,,,36.201108,1,37.1657,,,,,2790,,,SHIUSYR0034,0.000000
, ,,31-Aug-2016,760SY0294,,,,Historic Structure,,2790,,SRW001,0, ,Aleppo Mohammed Ibn Qansuh Al-Ghauri Palace,,5,,Penn,,Penn,,AAASSYR02791,,0,,0,0,,,36.199997,1,37.166725,,,,,2791,,,SHIUSYR0149,0.000000
, ,,31-Aug-2016,760PCHC739,,,,Religious Site,,2791,,SRW001,0, ,Aleppo Mosque al Daraj,,9,,Penn,,Penn,,AAASSYR02792,,0,,0,0,,,36.201644,1,37.168889,,,,,2792,,,SHIUSYR0115,0.000000
, ,,31-Aug-2016,760PCHC742,,,,Religious Site,,2792,,SRW001,0, ,Aleppo Mosque al-Hamwi,,9,,Penn,,Penn,,AAASSYR02793,,0,,0,0,,,36.199756,1,37.165619,,,,,2793,,,SHIUSYR0118,0.000000
, ,,31-Aug-2016,760PCHC749,,,,Religious Site,,2793,,SRW001,0, ,Aleppo Mosque al-Mustadamiya,,9,,Penn,,Penn,,AAASSYR02794,,0,,0,0,,,36.201708,1,37.164828,,,,,2794,,,SHIUSYR0126,0.000000
, ,,31-Aug-2016,760PCHC758,,,,Religious Site,,2794,,SRW001,0, ,Aleppo Mosque al-Sarawi,,9,,Penn,,Penn,,AAASSYR02795,,0,,0,0,,,36.201311,1,37.16605,,,,,2795,,,SHIUSYR0135,0.000000
, ,,31-Aug-2016,760PCHC787,,,,Historic Structure,,2795,,SRW001,0, ,Aleppo Suq Haddadin (Qabu al-Najjarin),,5,,Penn,,Penn,,AAASSYR02796,,0,,0,0,,,36.202578,1,37.166267,,,,,2796,,,SHIUSYR0175,0.000000
, ,,31-Aug-2016,760PCHC816,,,,Religious Site,,2796,,SRW001,0, ,Aleppo Takiya al-Ikhlassiya Dervish Monastery,,9,,Penn,,Penn,,AAASSYR02797,,0,,0,0,,,36.201469,1,37.165758,,,,,2797,,,SHIUSYR0204,0.000000
, ,,31-Aug-2016,760SY0076,,,,Historic Structure,,2797,,SRW001,0, ,Homs Bab al-Masdud,,5,,Penn,,Penn,,AAASSYR02798,,0,,0,0,,,34.72565,1,36.711947,,,,,2798,,,DIASYR0135,0.000020
, ,,31-Aug-2016,760SY0025,,,,Museum,,2798,,SRW001,0, ,Homs Azze Hrawe Palace and National Folklore Museum,,8,,Penn,,Penn,,AAASSYR02799,,0,,0,0,,,34.730303,1,36.720447,,,,,2799,,,DIASYR0136,0.000214
, ,,31-Aug-2016,760SY0059,,,,Religious Site,,2799,,SRW001,0, ,Homs Great Mosque of al-Nuri,,9,,Penn,,Penn,,AAASSYR02800,,0,,0,0,,,34.730725,1,36.714678,,,,,2800,,,DIASYR0063,0.000242
, ,,31-Aug-2016,760PCHC1183,,,,Cultural Center,,2800,,SRW001,0, ,Raqqa Cultural Center,,4,,Penn,,Penn,,AAASSYR02801,,0,,0,0,,,35.944325,1,39.000444,,,,,2801,,,AAASSYR01573,0.193789
, ,,31-Aug-2016,760PCHC372,,,,Library,,2801,,SRW001,0, ,Damascus Damascus University al-Mezzeh Campus Library,,6,,Penn,,Penn,,AAASSYR02802,,0,,0,0,,,33.511108,1,36.266297,,,,,2802,,,DIASYR0243,0.000042
,Insufficient Data - Discard if rank is reached,,31-Aug-2016,760SY0920,,,,Archaeological Site,,2802,,SRW001,9777, ,Abu Hufur Cultural Property,,1,,Penn,,Penn,,AAASSYR02803,,0,,0,0,,,36.607275,1,40.6612060005,,,,,2803,,,DIASYR0634,0.000039
, ,,31-Aug-2016,760SY0921,,,,Archaeological Site,,2803,,SRW001,77, ,Abu Hufur East Cultural Property,,1,,Penn,,Penn,,AAASSYR02804,,0,,0,0,,,36.6071580003,1,40.6639639995,,,,,2804,,,DIASYR0635,0.000038
, ,,31-Aug-2016,760SY0917,,,,Archaeological Site,,2804,,SRW001,0, ,Tell Abu Hijarah I,,1,,Penn,,Penn,,AAASSYR02805,,0,,0,0,,,36.626986,1,40.643042,,,,,2805,,,DIASYR0631,0.000032
, ,,31-Aug-2016,760SY0918,,,,Archaeological Site,,2805,,SRW001,0, ,Tell Abu Hijarah II,,1,,Penn,,Penn,,AAASSYR02806,,0,,0,0,,,36.627683,1,40.641606,,,,,2806,,,DIASYR0632,0.005621
, ,,31-Aug-2016,760SY0919,,,,Archaeological Site,,2806,,SRW001,0, ,Tell Abu Hijarah III,,1,,Penn,,Penn,,AAASSYR02807,,0,,0,0,,,36.629247,1,40.641539001,,,,,2807,,,DIASYR0633,0.028829
, ,,31-Aug-2016,760SY0876,,,,Archaeological Site,,2807,,SRW001,0, ,Tell Kashkashok III,,1,,Penn,,Penn,,AAASSYR02808,,0,,0,0,,,36.637117,1,40.641486,,,,,2808,,,DIASYR0611,0.484844
, ,,31-Aug-2016,760SY0875,,,,Archaeological Site,,2808,,SRW001,0, ,Tell Nuss,,1,,Penn,,Penn,,AAASSYR02809,,0,,0,0,,,36.654244,1,40.629275,,,,,2809,,,DIASYR0610,0.000049
, ,,31-Aug-2016,760SY0879,,,,Archaeological Site,,2809,,SRW001,0, ,Tell Zaghan,,1,,Penn,,Penn,,AAASSYR02810,,0,,0,0,,,36.549319,1,40.751958,,,,,2810,,,DIASYR0613,0.000057
, ,,31-Aug-2016,760SY0002,,,,Museum,,2810,,SRW001,0, ,Raqqa Museum,,8,,Penn,,Penn,,AAASSYR02811,,0,,0,0,,,35.945839,1,39.016747,,,,,2811,,,RQAGSYR0010,0.000000
, ,,31-Aug-2016,760PCHC1185,,,,Historic Structure,,2811,,SRW001,0, ,Raqqa Bab Baghdad,,5,,Penn,,Penn,,AAASSYR02812,,0,,0,0,,,35.943153,1,39.026878,,,,,2812,,,SHIUSYR0906,0.000000
, ,,31-Aug-2016,760DGAM2061,,,,Archaeological Site,,2812,,SRW001,0, ,Tell Baiha,,1,,Penn,,Penn,,AAASSYR02813,,0,,0,0,,,35.935,1,39.0896,,,,,2813,,,DIASYR0261,1.728633
, ,,31-Aug-2016,760PCHC1182,,,,Historic Structure,,2813,,SRW001,0, ,Raqqa City Wall,,5,,Penn,,Penn,,AAASSYR02814,,0,,0,0,,,35.954539,1,39.025314,,,,,2814,,,RQAGSYR0008,0.000000
, ,,31-Aug-2016,760PCHC1385,,,,Historic Structure,,2814,,SRW001,0, ,Raqqa East Gate,,5,,Penn,,Penn,,AAASSYR02815,,0,,0,0,,,35.94895,1,39.027892,,,,,2815,,,RQAGSYR0009,0.000000
, ,,31-Aug-2016,760PCHC1184,,,,Archaeological Site,,2815,,SRW001,0, ,Raqqa Qasr al-Banat,,1,,Penn,,Penn,,AAASSYR02816,,0,,0,0,,,35.948033,1,39.026142001,,,,,2816,,,RQAGSYR0007,0.000000
, ,,31-Aug-2016,760SY0851,,,,Archaeological Site,,2816,,SRW001,0, ,Raqqa Abbasid Palaces,,1,,Penn,,Penn,,AAASSYR02817,,0,,0,0,,,35.960544,1,39.039106,,,,,2817,,,RQAGSYR0001,0.000000
, ,,31-Aug-2016,760SY0181,,,,Archaeological Site,,2817,,SRW001,0, ,Tell Zeidan,,1,,Penn,,Penn,,AAASSYR02818,,0,,0,0,,,35.950114,1,39.094247,,,,,2818,,,RQAGSYR0014,0.000000
, ,,31-Aug-2016,760PCHC1396,,,,Archaeological Site,,2818,,SRW001,0, ,Tell Hasakah,,1,,Penn,,Penn,,AAASSYR02819,,0,,0,0,,,36.499075,1,40.751833001,,,,,2819,,,SHIUSYR1021,0.000000
, ,,31-Aug-2016,760SY1087,,,,Archaeological Site,,2819,,SRW001,0, ,Tell Mulla Matar,,1,,Penn,,Penn,,AAASSYR02820,,0,,0,0,,,36.450561,1,40.833022,,,,,2820,,,DIASYR0669,0.000023
, ,,31-Aug-2016,760SY1119,,,,Archaeological Site,,2820,,SRW001,0, ,Tell Rad Shaqrah,,1,,Penn,,Penn,,AAASSYR02821,,0,,0,0,,,36.467831,1,40.83255,,,,,2821,,,DIASYR0676,0.000049
, ,,31-Aug-2016,760DGAM2066,,,,Archaeological Site,,2821,,SRW001,0, ,Tell Guiran,,1,,Penn,,Penn,,AAASSYR02822,,0,,0,0,,,36.4933,1,40.7499,,,,,2822,,,AAASSYR00577,0.240770
, ,,31-Aug-2016,760SY0835,,,,Archaeological Site,,2822,,SRW001,0, ,Qinnesrin (Chalcis ad Belum) Citadel,,1,,Penn,,Penn,,AAASSYR02823,,0,,0,0,,,35.989519,1,37.004028,,,,,2823,,,DIASYR0583,0.000053
, ,,31-Aug-2016,760SY0836,,,,Archaeological Site,,2823,,SRW001,0, ,Tell Berne,,1,,Penn,,Penn,,AAASSYR02824,,0,,0,0,,,36.033558,1,37.006825,,,,,2824,,,DIASYR0584,0.000037
, ,,31-Aug-2016,760SY0170,,,,Archaeological Site,,2824,,SRW001,0, ,Tell Fakhariya,,1,,Penn,,Penn,,AAASSYR02825,,0,,0,0,,,36.841603,1,40.070136,,,,,2825,,,DIASYR0253,0.000105
,,,31-Aug-2016,760PCHC853,,,,Archaeological Site,,2825,,SRW001,2, ,Bara Dead City,,1,,Penn,,Penn,,AAASSYR02826,,0,,0,0,,,35.6893610001,1,36.5299359996,,,,,2826,,,SHIUSYR0281,0.000000
, ,,31-Aug-2016,760PCHC712,,,,Religious Site,,2827,,SRW001,0, ,Aleppo al-Turantaiyah Madrasa,,9,,Penn,,Penn,,AAASSYR02828,,0,,0,0,,,36.194117,1,37.171289,,,,,2828,,,SHIUSYR0086,0.000000
, ,,31-Aug-2016,760PCHC181,,,,Cultural Center,,2828,,SRW001,0, ,Aleppo Arab Cultural Centre,,4,,Penn,,Penn,,AAASSYR02829,,0,,0,0,,,36.208264,1,37.153086,,,,,2829,,,DIASYR0021,0.000154
, ,,31-Aug-2016,760SY0392,,,,Historic Structure,,2829,,SRW001,0, ,Aleppo Beit Sader House,,5,,Penn,,Penn,,AAASSYR02830,,0,,0,0,,,36.207519,1,37.155283,,,,,2830,,,SHIUSYR0024,0.000000
, ,,31-Aug-2016,760PCHC176,,,,Historic Structure,,2830,,SRW001,0, ,Aleppo Beit al-Dallal Ancient House,,5,,Penn,,Penn,,AAASSYR02831,,0,,0,0,,,36.207719,1,37.156703,,,,,2831,,,DIASYR0016,0.000385
, ,,31-Aug-2016,760SY0394,,,,Historic Structure,,2831,,SRW001,0, ,Aleppo Beit Wakil House,,5,,Penn,,Penn,,AAASSYR02832,,0,,0,0,,,36.207783,1,37.156111,,,,,2832,,,SHIUSYR0026,0.000000
, ,,31-Aug-2016,760PCHC753,,,,Religious Site,,2832,,SRW001,0, ,Aleppo Mosque Qastal al-Harami (Bardbak Mosque),,9,,Penn,,Penn,,AAASSYR02833,,0,,0,0,,,36.207372,1,37.162217,,,,,2833,,,SHIUSYR0130,0.000000
, ,,31-Aug-2016,760SY0578,,,,Archaeological Site,,2833,,SRW001,0, ,Kimar Dead City,,1,,Penn,,Penn,,AAASSYR02834,,0,,0,0,,,36.422828,1,36.896561,,,,,2834,,,SHIUSYR0760,0.000000
, ,,31-Aug-2016,760DGAM2025,,,,Archaeological Site,,2834,,SRW001,0, ,Khaf  Al-Dedariyah (cave),,1,,Penn,,Penn,,AAASSYR02835,,0,,0,0,,,36.3988,1,36.8681,,,,,2835,,,DIASYR0195,2.981655
, ,,31-Aug-2016,760PCHC1365,,,,Archaeological Site,,2835,,SRW001,0, ,Mujleya Dead City (Mahardiyya),,1,,Penn,,Penn,,AAASSYR02836,,0,,0,0,,,35.6711,1,36.541106,,,,,2836,,,SHIUSYR0804,0.000000
, ,,31-Aug-2016,760PCHC864,,,,Archaeological Site,,2836,,SRW001,0, ,Basofan Dead City,,1,,Penn,,Penn,,AAASSYR02837,,0,,0,0,,,36.340725,1,36.875944,,,,,2837,,,SHIUSYR0297,0.000000
, ,,31-Aug-2016,760SY0198,,,,Archaeological Site,,2837,,SRW001,0, ,Burj Haidar Dead City,,1,,Penn,,Penn,,AAASSYR02838,,0,,0,0,,,36.3428,1,36.902922,,,,,2838,,,SHIUSYR0339,0.000000
, ,,31-Aug-2016,760SY0199,,,,Archaeological Site,,2838,,SRW001,0, ,Burjke Dead City,,1,,Penn,,Penn,,AAASSYR02839,,0,,0,0,,,36.323008,1,36.893592,,,,,2839,,,SHIUSYR0344,0.000000
, ,,31-Aug-2016,760SY0117,,,,Archaeological Site,,2839,,SRW001,0, ,Kafr Nabo Dead City,,1,,Penn,,Penn,,AAASSYR02840,,0,,0,0,,,36.358847,1,36.910419,,,,,2840,,,DIASYR0189,0.000266
, ,,31-Aug-2016,760SY0132,,,,Archaeological Site,,2841,,SRW001,0, ,Bab Ayan Dead City,,1,,Penn,,Penn,,AAASSYR02842,,0,,0,0,,,36.178072,1,36.646661,,,,,2842,,,DIASYR0204,0.000066
, ,,31-Aug-2016,760PCHC1437,,,,Archaeological Site,,2842,,SRW001,0, ,Baboutta Dead City,,1,,Penn,,Penn,,AAASSYR02843,,0,,0,0,,,36.202375,1,36.653461,,,,,2843,,,DIASYR0353,0.539134
, ,,31-Aug-2016,760SY0140,,,,Archaeological Site,,2843,,SRW001,0, ,Braij Dead City and Monastery of Saint Daniel,,1,,Penn,,Penn,,AAASSYR02844,,0,,0,0,,,36.199467,1,36.681247,,,,,2844,,,DIASYR0212,0.000226
, ,,31-Aug-2016,760PCHC1331,,,,Archaeological Site,,2844,,SRW001,0, ,Dahes Dead City,,1,,Penn,,Penn,,AAASSYR02845,,0,,0,0,,,36.180311,1,36.632583,,,,,2845,,,SHIUSYR0361,0.241359
, ,,31-Aug-2016,760PCHC1098,,,,Archaeological Site,,2845,,SRW001,0, ,Kafr Daryan Dead City,,1,,Penn,,Penn,,AAASSYR02846,,0,,0,0,,,36.183106,1,36.675744,,,,,2846,,,AAASSYR02924,1.120031
, ,,31-Aug-2016,760PCHC1454,,,,Archaeological Site,,2846,,SRW001,0, ,Kherbet Balata Dead City,,1,,Penn,,Penn,,AAASSYR02847,,0,,0,0,,,36.185417,1,36.653308,,,,,2847,,,SHIUSYR0258,0.996774
, ,,31-Aug-2016,760SY0152,,,,Archaeological Site,,2847,,SRW001,0, ,Bamuqa Dead City,,1,,Penn,,Penn,,AAASSYR02848,,0,,0,0,,,36.200633,1,36.638228,,,,,2848,,,DIASYR0223,0.000243
, ,,31-Aug-2016,760SY0154,,,,Archaeological Site,,2848,,SRW001,0, ,Banaqfur Dead City,,1,,Penn,,Penn,,AAASSYR02849,,0,,0,0,,,36.184997,1,36.608530999,,,,,2849,,,DIASYR0225,0.000068
, ,,31-Aug-2016,760SY0153,,,,Archaeological Site,,2849,,SRW001,0, ,Bashakuh Dead City,,1,,Penn,,Penn,,AAASSYR02850,,0,,0,0,,,36.194414,1,36.631739,,,,,2850,,,DIASYR0224,0.000278
, ,,31-Aug-2016,760PCHC882,,,,Archaeological Site,,2850,,SRW001,0, ,Dehes Dead City Deir Dehes Monastery,,1,,Penn,,Penn,,AAASSYR02851,,0,,0,0,,,36.176769,1,36.626981,,,,,2851,,,SHIUSYR0362,0.206624
, ,,31-Aug-2016,760SY0125,,,,Archaeological Site,,2851,,SRW001,0, ,Dehes Dead City Ruins,,1,,Penn,,Penn,,AAASSYR02852,,0,,0,0,,,36.179972,1,36.629181,,,,,2852,,,DIASYR0197,0.000328
, ,,31-Aug-2016,760SY0124,,,,Archaeological Site,,2852,,SRW001,0, ,Deir Dahes Dead City,,1,,Penn,,Penn,,AAASSYR02853,,0,,0,0,,,36.175361,1,36.625408,,,,,2853,,,DIASYR0196,0.000205
, ,,31-Aug-2016,760PCHC1451,,,,Archaeological Site,,2853,,SRW001,0, ,El-Ichrouq Dead City,,1,,Penn,,Penn,,AAASSYR02854,,0,,0,0,,,36.195522,1,36.593722001,,,,,2854,,,AAASSYR02856,0.729898
, ,,31-Aug-2016,760PCHC1456,,,,Archaeological Site,,2854,,SRW001,0, ,Kousik Dead City,,1,,Penn,,Penn,,AAASSYR02855,,0,,0,0,,,36.202236,1,36.611736,,,,,2855,,,NGASYR3781,0.131355
, ,,31-Aug-2016,760PCHC1450,,,,Archaeological Site,,2855,,SRW001,0, ,Mar Saba Dead City,,1,,Penn,,Penn,,AAASSYR02856,,0,,0,0,,,36.190622,1,36.599136,,,,,2856,,,AAASSYR02854,0.729898
, ,,31-Aug-2016,760PCHC1457,,,,Archaeological Site,,2856,,SRW001,0, ,Maramaya Dead City,,1,,Penn,,Penn,,AAASSYR02857,,0,,0,0,,,36.205892,1,36.597653,,,,,2857,,,AAASSYR02858,0.695150
, ,,31-Aug-2016,760PCHC1459,,,,Archaeological Site,,2857,,SRW001,0, ,Menzoul Dead City,,1,,Penn,,Penn,,AAASSYR02858,,0,,0,0,,,36.212094,1,36.598744,,,,,2858,,,AAASSYR02857,0.695150
, ,,31-Aug-2016,760SY0149,,,,Archaeological Site,,2858,,SRW001,0, ,Nuriyye Dead City,,1,,Penn,,Penn,,AAASSYR02859,,0,,0,0,,,36.199875,1,36.604564001,,,,,2859,,,DIASYR0220,0.000144
,SITE IN TURKEY,,31-Aug-2016,760SY0614,,,,Archaeological Site,,2859,,SRW001,5555, ,Qasr Iblisu Dead City,,1,,Penn,,Penn,,AAASSYR02860,,0,,0,0,,,36.2334000001,1,36.6499000005,,,,,2860,,,SHIUSYR0896,0.852639
, ,,31-Aug-2016,760PCHC1466,,,,Archaeological Site,,2860,,SRW001,2, ,Tourlaha Dead City,,1,,Penn,,Penn,,AAASSYR02861,,0,,0,0,,,36.2132610002,1,36.5870139996,,,,,2861,,,AAASSYR02858,1.062692
, ,,31-Aug-2016,760PCHC1444,,,,Archaeological Site,,2861,,SRW001,0, ,Deir Sakhour Dead City,,1,,Penn,,Penn,,AAASSYR02862,,0,,0,0,,,36.191178,1,36.686361,,,,,2862,,,DIASYR0213,0.007863
, ,,31-Aug-2016,760SY0155,,,,Archaeological Site,,2863,,SRW001,0, ,Bchendlaya Dead City,,1,,Penn,,Penn,,AAASSYR02864,,0,,0,0,,,36.144456,1,36.55665,,,,,2864,,,AAASSYR01640,0.360040
, ,,31-Aug-2016,760SY0146,,,,Archaeological Site,,2864,,SRW001,0, ,Ma'arrata Dead City,,1,,Penn,,Penn,,AAASSYR02865,,0,,0,0,,,36.162719,1,36.552111,,,,,2865,,,AAASSYR02867,1.531140
, ,,31-Aug-2016,760PCHC1439,,,,Archaeological Site,,2865,,SRW001,0, ,Bazliq Dead City,,1,,Penn,,Penn,,AAASSYR02866,,0,,0,0,,,36.170517,1,36.614533,,,,,2866,,,AAASSYR02853,1.116308
, ,,31-Aug-2016,760SY0108,,,,Archaeological Site,,2866,,SRW001,0, ,Bchendlente Dead City,,1,,Penn,,Penn,,AAASSYR02867,,0,,0,0,,,36.166964,1,36.568303,,,,,2867,,,SHIUSYR0880,1.147084
, ,,31-Aug-2016,760SY0982,,,,Archaeological Site,,2867,,SRW001,0, ,Bnabel Dead City,,1,,Penn,,Penn,,AAASSYR02868,,0,,0,0,,,36.20065,1,36.561981,,,,,2868,,,AAASSYR02873,0.029733
, ,,31-Aug-2016,760PCHC1360,,,,Archaeological Site,,2868,,SRW001,0, ,Kfeir Dead City,,1,,Penn,,Penn,,AAASSYR02869,,0,,0,0,,,36.186133,1,36.565856,,,,,2869,,,SHIUSYR0737,0.000000
, ,,31-Aug-2016,760PCHC1362,,,,Archaeological Site,,2869,,SRW001,0, ,Kirkbizeh Dead City,,1,,Penn,,Penn,,AAASSYR02870,,0,,0,0,,,36.175053,1,36.585536,,,,,2870,,,SHIUSYR0761,0.009505
, ,,31-Aug-2016,760PCHC1458,,,,Archaeological Site,,2870,,SRW001,0, ,Marata Dead City,,1,,Penn,,Penn,,AAASSYR02871,,0,,0,0,,,36.121622,1,36.591458,,,,,2871,,,DIASYR0179,1.584288
, ,,31-Aug-2016,760SY0139,,,,Archaeological Site,,2871,,SRW001,0, ,Qalb Lozeh Dead City,,1,,Penn,,Penn,,AAASSYR02872,,0,,0,0,,,36.169044,1,36.580802999,,,,,2872,,,SHIUSYR0880,0.006296
, ,,31-Aug-2016,760DGAM2043,,,,Archaeological Site,,2872,,SRW001,0, ,Qalb al- lawza,,1,,Penn,,Penn,,AAASSYR02873,,0,,0,0,,,36.2009,1,36.562099999,,,,,2873,,,AAASSYR02868,0.029733
, ,,31-Aug-2016,760SY0106,,,,Archaeological Site,,2873,,SRW001,0, ,Arshin Dead City,,1,,Penn,,Penn,,AAASSYR02874,,0,,0,0,,,36.071142,1,36.611853,,,,,2874,,,DIASYR0178,0.000237
